	SRR1	SRR2	SRR3	SRR4	SRR5	SRR6	SRR7	SRR8
ENSG0000000552	40	62	51	29	51	48	48	46
ENSG0000000553	312	322	312	292	326	301	319	328
ENSG0000000554	76	79	67	109	72	115	122	70
ENSG0000000555	87	91	87	97	92	69	93	108
ENSG0000000556	20	42	29	35	34	34	29	29
ENSG0000000557	14	19	36	20	19	27	16	29
ENSG0000000558	22	29	29	32	24	23	30	30
ENSG0000000559	103	88	95	90	139	88	84	93
ENSG0000000560	34	25	31	38	31	37	42	34
ENSG0000000561	71	86	80	96	107	94	92	97
ENSG0000000562	1190	1266	1285	1218	1166	1270	1273	1258
ENSG0000000563	285	220	188	189	203	190	192	220
ENSG0000000564	45	28	40	28	29	34	32	25
ENSG0000000565	337	373	325	348	304	288	365	290
ENSG0000000566	46	26	32	38	19	28	25	23
ENSG0000000567	3	0	0	7	2	2	3	6
ENSG0000000568	10	7	27	17	12	13	13	22
ENSG0000000569	3	1	1	5	1	3	2	3
ENSG0000000570	24	26	29	25	19	39	25	26
ENSG0000000571	47	51	58	36	50	56	59	61
ENSG0000000572	666	691	718	695	646	692	650	712
ENSG0000000573	90	81	80	89	94	111	77	70
ENSG0000000574	36	37	47	37	41	21	37	46
ENSG0000000575	193	216	198	175	216	169	185	178
ENSG0000000576	3	0	3	2	4	1	3	0
ENSG0000000577	74	92	60	76	69	50	83	83
ENSG0000000578	143	154	141	143	143	167	163	186
ENSG0000000579	12	1	13	2	6	3	5	5
ENSG0000000580	347	324	291	310	275	283	311	299
ENSG0000000581	58	76	104	90	113	89	81	94
ENSG0000000582	24	28	21	27	31	21	35	42
ENSG0000000583	139	140	161	162	143	181	142	106
ENSG0000000584	1660	1643	1665	1617	1515	1612	1735	1566
ENSG0000000585	51	69	72	61	61	73	69	89
ENSG0000000586	75	58	71	93	67	85	108	82
ENSG0000000587	42	31	22	24	18	39	32	20
ENSG0000000588	10	16	12	13	12	21	17	12
ENSG0000000589	164	210	197	178	190	233	203	170
ENSG0000000590	26	20	14	17	14	20	14	12
ENSG0000000591	64	64	60	74	67	69	55	51
ENSG0000000592	17	30	31	12	19	33	36	24
ENSG0000000593	136	119	117	95	95	103	128	140
ENSG0000000594	65	106	82	70	90	86	90	123
ENSG0000000595	263	294	244	248	251	257	268	252
ENSG0000000596	21	29	18	23	28	28	33	24
ENSG0000000597	26	25	34	38	41	35	31	36
ENSG0000000598	8	13	16	11	20	11	10	6
ENSG0000000599	24	22	30	28	28	8	25	31
ENSG0000000600	84	100	94	78	82	72	89	73
ENSG0000000601	162	202	216	170	149	184	195	154
ENSG0000000602	11	22	16	18	11	8	14	17
ENSG0000000603	206	200	204	241	254	218	176	194
ENSG0000000604	369	439	416	421	370	400	489	433
ENSG0000000605	93	105	87	90	82	109	89	123
ENSG0000000606	895	940	921	948	865	972	946	923
ENSG0000000607	8	23	18	13	33	8	26	12
ENSG0000000608	7	12	1	8	7	16	12	6
ENSG0000000609	2	11	4	5	1	6	4	7
ENSG0000000610	494	555	527	512	425	500	512	494
ENSG0000000611	155	115	126	131	145	143	137	134
ENSG0000000612	62	50	52	50	33	38	58	47
ENSG0000000613	79	64	79	87	97	89	80	78
ENSG0000000614	9	8	12	8	16	7	11	6
ENSG0000000615	2097	2093	2179	2083	2156	2128	2056	2081
ENSG0000000616	58	60	77	44	62	75	61	59
ENSG0000000617	59	52	55	54	46	58	54	57
ENSG0000000618	179	136	168	163	157	166	147	163
ENSG0000000619	106	116	114	118	118	105	119	112
ENSG0000000620	52	60	97	79	62	50	89	82
ENSG0000000621	6	20	16	13	16	15	22	12
ENSG0000000622	124	105	104	105	115	99	80	117
ENSG0000000623	825	925	904	921	867	923	861	941
ENSG0000000624	425	354	430	383	416	380	347	389
ENSG0000000625	578	622	581	589	618	521	536	580
ENSG0000000626	17	20	27	18	19	24	16	40
ENSG0000000627	15	5	5	10	7	22	14	7
ENSG0000000628	33	48	32	46	48	58	29	42
ENSG0000000629	63	52	58	63	52	83	46	63
ENSG0000000630	256	281	301	264	302	286	282	288
ENSG0000000631	9	1	8	3	5	6	7	2
ENSG0000000632	645	544	549	587	543	530	513	528
ENSG0000000633	37	44	32	60	53	45	56	61
ENSG0000000634	31	26	32	23	27	22	37	25
ENSG0000000635	14	10	10	12	11	16	8	7
ENSG0000000636	4	7	4	2	6	0	6	1
ENSG0000000637	160	184	161	159	172	173	203	177
ENSG0000000638	64	55	64	53	53	67	66	72
ENSG0000000639	8	2	5	5	5	4	5	7
ENSG0000000640	11	13	9	15	11	8	8	15
ENSG0000000641	35	38	45	22	36	25	25	35
ENSG0000000642	679	621	681	676	645	621	648	588
ENSG0000000643	39	42	57	26	30	42	50	38
ENSG0000000644	4	5	6	4	6	10	3	12
ENSG0000000645	40	52	36	29	39	40	45	41
ENSG0000000646	44	41	31	34	24	35	38	45
ENSG0000000647	1	1	1	1	1	2	0	3
ENSG0000000648	48	55	37	62	43	43	46	52
ENSG0000000649	48	32	45	41	31	34	39	45
ENSG0000000650	139	143	121	137	160	157	131	152
ENSG0000000651	872	864	893	851	856	880	816	862
ENSG0000000652	295	254	279	294	310	302	286	308
ENSG0000000653	45	22	40	41	33	34	31	27
ENSG0000000654	15	10	16	7	14	5	11	6
ENSG0000000655	2610	2698	2490	2610	2560	2660	2634	2558
ENSG0000000656	52	46	47	79	90	68	41	57
ENSG0000000657	64	60	53	47	47	65	60	50
ENSG0000000658	57	58	55	51	55	64	85	49
ENSG0000000659	86	67	60	74	65	70	66	91
ENSG0000000660	61	30	23	51	55	48	47	50
ENSG0000000661	30	29	33	17	26	21	20	22
ENSG0000000662	18	34	25	14	18	31	17	36
ENSG0000000663	55	65	46	64	51	50	47	31
ENSG0000000664	21	21	35	16	22	17	28	20
ENSG0000000665	17	30	19	9	18	22	16	13
ENSG0000000666	81	63	62	65	62	60	70	60
ENSG0000000667	33	28	37	43	42	29	45	40
ENSG0000000668	553	538	528	515	499	524	534	532
ENSG0000000669	0	2	1	0	0	1	0	1
ENSG0000000670	286	314	301	279	259	331	257	301
ENSG0000000671	332	360	351	308	405	373	366	362
ENSG0000000672	0	1	6	5	1	0	4	4
ENSG0000000673	30	31	28	26	30	32	28	28
ENSG0000000674	45	23	33	33	42	32	17	33
ENSG0000000675	8	10	4	0	6	6	4	8
ENSG0000000676	13	16	14	20	5	18	21	12
ENSG0000000677	7	13	6	7	6	15	8	14
ENSG0000000678	700	755	714	732	801	797	748	714
ENSG0000000679	267	222	255	240	197	206	164	247
ENSG0000000680	347	398	358	296	377	314	355	394
ENSG0000000681	149	147	146	147	167	188	165	128
ENSG0000000682	12	6	12	8	8	10	13	9
ENSG0000000683	30	21	34	24	17	20	30	35
ENSG0000000684	105	105	105	137	112	110	114	93
ENSG0000000685	4	6	5	7	2	3	6	16
ENSG0000000686	150	143	142	157	167	135	177	153
ENSG0000000687	51	34	20	49	37	52	43	53
ENSG0000000688	31	49	36	33	25	30	14	31
ENSG0000000689	138	134	155	166	155	148	172	158
ENSG0000000690	116	86	133	112	111	134	91	99
ENSG0000000691	38	30	28	41	39	29	22	45
ENSG0000000692	304	313	312	351	313	344	335	294
ENSG0000000693	4	6	18	6	6	13	11	22
ENSG0000000694	141	122	120	139	154	126	125	153
ENSG0000000695	149	125	151	144	140	136	121	125
ENSG0000000696	34	36	28	38	24	22	26	40
ENSG0000000697	97	94	95	117	70	101	78	74
ENSG0000000698	12	2	6	8	7	7	6	14
ENSG0000000699	213	227	191	209	215	255	216	244
ENSG0000000700	35	50	42	48	46	52	41	49
ENSG0000000701	14	36	24	16	15	13	29	26
ENSG0000000702	256	295	247	260	281	263	241	298
ENSG0000000703	17	25	22	25	11	19	16	20
ENSG0000000704	3	8	1	3	0	4	8	7
ENSG0000000705	1	4	3	3	4	1	5	9
ENSG0000000706	137	141	130	112	132	122	137	141
ENSG0000000707	7	7	9	4	2	4	19	14
ENSG0000000708	841	727	731	723	726	726	719	757
ENSG0000000709	3	0	1	2	3	1	3	2
ENSG0000000710	765	687	648	628	711	665	682	653
ENSG0000000711	74	86	78	76	74	69	87	78
ENSG0000000712	71	56	39	42	38	58	48	53
ENSG0000000713	21	27	17	30	24	33	23	23
ENSG0000000714	91	97	83	114	100	112	76	114
ENSG0000000715	40	77	52	49	60	53	33	55
ENSG0000000716	306	249	267	268	308	263	297	283
ENSG0000000717	58	69	69	60	74	77	55	71
ENSG0000000718	69	71	70	46	54	65	73	104
ENSG0000000719	26	32	48	44	30	25	27	31
ENSG0000000720	45	43	54	55	62	71	47	56
ENSG0000000721	67	98	103	74	89	84	73	107
ENSG0000000722	3	2	5	1	2	8	3	7
ENSG0000000723	8	7	7	8	11	3	2	6
ENSG0000000724	165	166	125	203	132	159	199	141
ENSG0000000725	62	67	61	90	64	82	78	88
ENSG0000000726	52	32	50	44	40	40	28	38
ENSG0000000727	62	54	60	37	62	84	68	62
ENSG0000000728	119	101	89	98	94	92	92	98
ENSG0000000729	21	22	28	37	16	17	20	19
ENSG0000000730	15	16	13	13	15	30	10	24
ENSG0000000731	75	86	81	82	74	68	70	72
ENSG0000000732	9	15	13	16	12	19	15	6
ENSG0000000733	115	79	90	96	108	113	101	70
ENSG0000000734	5	0	4	5	7	11	8	9
ENSG0000000735	250	228	310	215	248	229	253	234
ENSG0000000736	107	134	120	109	87	87	129	95
ENSG0000000737	71	86	85	81	81	87	86	84
ENSG0000000738	233	270	245	253	225	275	215	211
ENSG0000000739	675	651	617	617	670	699	625	696
ENSG0000000740	225	224	212	279	266	269	233	253
ENSG0000000741	2	2	3	4	5	7	2	3
ENSG0000000742	4	10	7	12	6	8	17	4
ENSG0000000743	28	28	11	24	17	17	16	16
ENSG0000000744	70	59	56	54	64	57	32	57
ENSG0000000745	131	116	108	106	124	109	95	140
ENSG0000000746	21	14	12	29	13	20	21	16
ENSG0000000747	58	51	76	68	79	71	72	75
ENSG0000000748	27	19	24	22	10	20	11	13
ENSG0000000749	20	36	26	23	30	14	9	17
ENSG0000000750	7	4	9	3	2	9	8	7
ENSG0000000751	21	13	13	9	19	14	10	21
ENSG0000000752	17	6	10	8	9	10	3	3
ENSG0000000753	18	10	7	12	13	8	10	4
ENSG0000000754	274	276	235	247	275	258	241	242
ENSG0000000755	8	13	15	7	11	5	17	17
ENSG0000000756	2825	2917	2874	2833	2820	2819	2854	2735
ENSG0000000757	115	134	114	101	120	117	107	99
ENSG0000000758	98	65	78	55	64	81	79	81
ENSG0000000759	10	10	19	3	21	17	17	7
ENSG0000000760	139	160	141	182	153	170	179	136
ENSG0000000761	27	23	17	16	23	28	19	26
ENSG0000000762	64	66	87	41	72	54	58	66
ENSG0000000763	2638	2615	2684	2678	2356	2386	2504	2712
ENSG0000000764	55	42	43	47	32	49	45	45
ENSG0000000765	313	349	300	313	335	289	303	328
ENSG0000000766	27	11	25	19	9	17	19	12
ENSG0000000767	50	65	76	54	46	44	56	59
ENSG0000000768	804	785	780	841	716	720	741	779
ENSG0000000769	36	17	35	28	30	30	35	19
ENSG0000000770	862	836	897	886	779	862	901	858
ENSG0000000771	139	152	157	176	143	146	151	130
ENSG0000000772	26	29	19	18	25	15	22	9
ENSG0000000773	162	146	138	139	105	135	150	178
ENSG0000000774	284	253	208	261	225	223	253	235
ENSG0000000775	146	130	139	116	147	146	111	126
ENSG0000000776	6	2	6	5	4	2	15	2
ENSG0000000777	21	19	17	19	18	13	22	11
ENSG0000000778	26	48	23	43	43	38	24	46
ENSG0000000779	62	46	32	58	53	65	57	64
ENSG0000000780	169	159	137	152	151	153	167	162
ENSG0000000781	81	63	90	57	74	62	76	60
ENSG0000000782	7	14	14	6	10	9	7	2
ENSG0000000783	107	106	110	105	80	105	99	107
ENSG0000000784	139	137	109	128	124	124	141	108
ENSG0000000785	132	139	140	153	114	103	123	120
ENSG0000000786	264	238	293	305	300	312	291	273
ENSG0000000787	189	164	197	168	163	177	185	194
ENSG0000000788	92	110	119	117	81	109	111	93
ENSG0000000789	43	51	33	57	44	39	37	51
ENSG0000000790	4	8	5	5	3	3	3	6
ENSG0000000791	107	100	108	95	98	108	99	106
ENSG0000000792	65	81	66	82	64	81	88	43
ENSG0000000793	83	72	99	72	107	61	101	56
ENSG0000000794	10	4	5	7	11	10	8	12
ENSG0000000795	15	12	20	16	5	6	3	6
ENSG0000000796	287	254	231	266	246	262	258	307
ENSG0000000797	37	46	43	46	41	56	47	47
ENSG0000000798	178	134	126	160	130	176	181	159
ENSG0000000799	40	57	52	48	76	60	72	46
ENSG0000000800	63	57	71	54	57	51	55	69
ENSG0000000801	187	217	231	234	220	188	196	212
ENSG0000000802	25	24	25	31	27	18	35	24
ENSG0000000803	59	38	48	61	71	51	60	81
ENSG0000000804	14	22	25	34	32	15	22	19
ENSG0000000805	34	34	24	18	24	33	25	25
ENSG0000000806	30	46	32	19	49	35	30	39
ENSG0000000807	72	75	99	79	71	69	81	90
ENSG0000000808	25	19	28	28	27	25	23	35
ENSG0000000809	378	345	400	376	384	355	365	320
ENSG0000000810	6	16	18	23	21	24	13	19
ENSG0000000811	43	46	40	38	33	44	56	32
ENSG0000000812	25	35	47	27	32	33	25	40
ENSG0000000813	535	480	444	461	472	474	470	505
ENSG0000000814	70	71	97	83	62	71	57	65
ENSG0000000815	276	283	229	276	291	269	246	228
ENSG0000000816	3	3	2	9	2	6	6	3
ENSG0000000817	87	69	73	65	62	93	68	78
ENSG0000000818	247	202	221	180	207	212	208	197
ENSG0000000819	60	65	49	74	75	63	69	38
ENSG0000000820	282	296	271	286	272	255	299	277
ENSG0000000821	24	33	14	27	33	31	18	20
ENSG0000000822	452	415	418	441	444	467	510	442
ENSG0000000823	1754	1823	1873	1761	1750	1797	1728	1739
ENSG0000000824	31	35	25	33	25	41	29	23
ENSG0000000825	28	25	10	24	20	37	21	28
ENSG0000000826	475	409	485	510	434	501	464	413
ENSG0000000827	591	631	584	666	581	530	572	642
ENSG0000000828	23	15	36	36	20	18	23	32
ENSG0000000829	41	40	32	22	27	32	49	29
ENSG0000000830	43	33	42	43	36	33	25	47
ENSG0000000831	5	10	10	4	9	14	4	10
ENSG0000000832	8	16	7	7	7	14	13	15
ENSG0000000833	10	9	6	12	16	10	8	20
ENSG0000000834	21	10	22	21	21	15	16	19
ENSG0000000835	48	50	50	64	45	73	49	35
ENSG0000000836	70	67	91	70	76	78	63	86
ENSG0000000837	558	532	541	554	616	565	573	582
ENSG0000000838	13	12	8	8	10	7	18	7
ENSG0000000839	238	280	235	242	248	237	253	240
ENSG0000000840	40	48	42	40	51	40	39	25
ENSG0000000841	38	44	50	60	37	44	59	54
ENSG0000000842	164	179	152	153	149	173	172	128
ENSG0000000843	5	7	11	10	19	10	12	10
ENSG0000000844	126	111	102	109	90	97	84	110
ENSG0000000845	63	72	71	47	68	71	68	84
ENSG0000000846	102	113	102	117	106	110	117	116
ENSG0000000847	82	94	71	106	113	62	94	96
ENSG0000000848	2206	2163	2251	2300	2307	2166	2242	2254
ENSG0000000849	17	20	28	17	13	18	19	29
ENSG0000000850	21	20	12	11	24	32	23	27
ENSG0000000851	15	17	25	19	16	23	18	32
ENSG0000000852	32	22	20	17	25	24	24	18
ENSG0000000853	26	19	22	12	26	24	16	29
ENSG0000000854	331	317	305	315	310	307	366	342
ENSG0000000855	427	456	399	483	454	458	493	434
ENSG0000000856	26	28	27	25	22	22	26	22
ENSG0000000857	17	10	15	15	15	11	10	19
ENSG0000000858	118	112	120	105	112	118	136	124
ENSG0000000859	13	39	25	29	38	32	27	15
ENSG0000000860	122	113	139	166	219	136	145	152
ENSG0000000861	63	57	66	59	79	52	73	89
ENSG0000000862	13	3	3	6	4	9	20	2
ENSG0000000863	536	535	532	551	557	608	582	477
ENSG0000000864	720	858	899	804	834	823	781	821
ENSG0000000865	17	43	23	33	17	10	24	17
ENSG0000000866	37	40	29	30	31	33	34	40
ENSG0000000867	76	72	81	98	88	86	86	87
ENSG0000000868	91	92	82	110	84	96	83	102
ENSG0000000869	138	121	163	145	152	140	140	177
ENSG0000000870	1070	1212	1164	1110	1092	1060	1057	1120
ENSG0000000871	34	38	45	50	24	45	61	29
ENSG0000000872	20	21	24	13	20	9	16	11
ENSG0000000873	4	10	6	9	3	13	3	8
ENSG0000000874	22	15	23	29	22	16	17	18
ENSG0000000875	66	53	56	44	66	55	53	53
ENSG0000000876	785	789	790	809	835	822	808	828
ENSG0000000877	27	11	30	22	35	19	31	23
ENSG0000000878	89	65	90	74	68	99	90	76
ENSG0000000879	54	46	40	69	68	68	54	51
ENSG0000000880	317	313	353	325	272	322	280	331
ENSG0000000881	2364	2423	2442	2549	2496	2399	2334	2373
ENSG0000000882	29	40	17	22	23	25	17	23
ENSG0000000883	31	27	20	31	22	14	11	29
ENSG0000000884	237	331	264	257	259	249	237	261
ENSG0000000885	124	154	171	204	196	142	124	183
ENSG0000000886	867	821	931	936	838	779	831	987
ENSG0000000887	124	140	127	96	135	127	137	134
ENSG0000000888	44	42	26	26	27	38	31	24
ENSG0000000889	115	123	109	153	99	138	127	130
ENSG0000000890	311	291	305	290	312	302	313	288
ENSG0000000891	226	185	181	196	172	193	152	194
ENSG0000000892	114	115	131	115	106	98	122	116
ENSG0000000893	289	260	289	287	278	296	284	302
ENSG0000000894	324	355	341	347	349	368	301	330
ENSG0000000895	429	427	457	437	447	428	449	430
ENSG0000000896	192	144	143	153	165	120	140	150
ENSG0000000897	55	35	43	33	34	43	36	40
ENSG0000000898	72	60	79	71	47	62	61	75
ENSG0000000899	353	343	310	324	362	322	304	372
ENSG0000000900	21	8	16	10	17	19	21	11
ENSG0000000901	106	108	113	75	113	84	73	120
ENSG0000000902	19	23	38	20	29	38	30	18
ENSG0000000903	44	57	59	35	55	51	47	42
ENSG0000000904	389	363	351	386	336	364	408	370
ENSG0000000905	66	83	85	78	83	68	77	85
ENSG0000000906	59	49	75	57	46	50	64	60
ENSG0000000907	3	9	6	4	5	11	4	3
ENSG0000000908	203	160	181	190	162	164	147	161
ENSG0000000909	113	123	150	137	165	146	145	144
ENSG0000000910	1373	1405	1351	1432	1352	1499	1371	1398
ENSG0000000911	39	34	31	41	30	47	42	37
ENSG0000000912	87	75	70	80	63	79	66	73
ENSG0000000913	64	76	67	85	79	82	87	56
ENSG0000000914	575	641	580	532	540	650	582	579
ENSG0000000915	58	53	41	48	56	40	47	52
ENSG0000000916	72	62	82	57	73	87	57	88
ENSG0000000917	143	141	122	153	122	158	131	141
ENSG0000000918	79	73	53	90	72	71	70	70
ENSG0000000919	36	18	25	27	27	25	36	23
ENSG0000000920	77	78	64	55	88	88	87	74
ENSG0000000921	235	309	267	288	259	263	275	263
ENSG0000000922	16	7	10	13	10	12	12	4
ENSG0000000923	57	60	72	61	70	53	55	88
ENSG0000000924	17	10	27	15	12	32	23	27
ENSG0000000925	353	308	370	337	312	313	341	331
ENSG0000000926	4	4	9	6	1	13	4	3
ENSG0000000927	22	19	21	18	27	30	30	22
ENSG0000000928	111	66	97	70	80	88	73	97
ENSG0000000929	580	504	610	574	614	621	592	589
ENSG0000000930	65	51	61	42	47	50	44	46
ENSG0000000931	39	38	21	27	27	23	22	26
ENSG0000000932	900	928	855	889	894	872	1005	913
ENSG0000000933	4	0	3	8	7	4	5	1
ENSG0000000934	5	1	4	0	5	5	1	1
ENSG0000000935	132	105	117	118	113	87	93	117
ENSG0000000936	24	32	17	26	30	29	20	24
ENSG0000000937	15	13	9	14	12	13	20	6
ENSG0000000938	153	155	134	164	153	170	140	145
ENSG0000000939	73	81	74	74	65	66	62	70
ENSG0000000940	16	19	24	22	34	17	20	21
ENSG0000000941	7	4	15	12	6	4	6	13
ENSG0000000942	193	213	257	191	215	215	238	204
ENSG0000000943	108	164	127	139	149	161	172	176
ENSG0000000944	41	43	51	55	44	39	41	40
ENSG0000000945	817	833	852	911	867	869	868	772
ENSG0000000946	17	12	5	14	5	11	14	8
ENSG0000000947	12	11	6	5	8	2	6	12
ENSG0000000948	16	26	5	19	23	25	20	16
ENSG0000000949	44	47	48	55	36	56	59	63
ENSG0000000950	76	70	92	69	61	91	92	86
ENSG0000000951	48	41	31	43	38	47	34	39
ENSG0000000952	101	89	97	79	85	111	71	81
ENSG0000000953	6	5	1	5	1	6	12	8
ENSG0000000954	468	433	541	448	481	546	499	480
ENSG0000000955	37	53	52	64	39	53	56	59
ENSG0000000956	328	294	293	311	318	278	271	283
ENSG0000000957	107	116	105	100	99	90	86	108
ENSG0000000958	96	102	103	124	110	112	109	110
ENSG0000000959	135	116	121	115	147	162	145	120
ENSG0000000960	103	96	111	134	117	81	109	123
ENSG0000000961	157	149	138	149	150	170	171	142
ENSG0000000962	396	382	423	430	450	401	426	379
ENSG0000000963	93	66	72	58	71	75	59	72
ENSG0000000964	182	157	172	162	149	182	171	151
ENSG0000000965	53	40	45	37	34	43	42	37
ENSG0000000966	499	483	462	475	460	453	497	492
ENSG0000000967	19	21	19	18	14	18	19	11
ENSG0000000968	803	742	775	866	879	807	857	849
ENSG0000000969	61	61	35	55	48	43	57	39
ENSG0000000970	8	6	16	5	11	8	5	5
ENSG0000000971	54	81	52	56	57	76	74	68
ENSG0000000972	14	20	25	20	23	25	29	11
ENSG0000000973	181	225	184	192	204	199	155	174
ENSG0000000974	31	16	11	12	18	22	26	14
ENSG0000000975	22	42	35	22	42	29	29	16
ENSG0000000976	4	3	6	2	3	1	5	4
ENSG0000000977	34	25	30	19	31	26	25	32
ENSG0000000978	0	1	0	0	2	1	0	0
ENSG0000000979	5	0	3	1	2	14	0	5
ENSG0000000980	190	159	164	151	180	167	160	187
ENSG0000000981	164	154	182	137	181	171	179	181
ENSG0000000982	87	90	106	85	76	118	118	112
ENSG0000000983	9	17	21	15	7	9	11	16
ENSG0000000984	40	66	36	47	61	46	78	48
ENSG0000000985	51	53	63	58	70	51	53	65
ENSG0000000986	7	3	4	5	6	8	12	10
ENSG0000000987	531	605	489	486	542	597	495	513
ENSG0000000988	211	204	214	219	185	224	201	196
ENSG0000000989	21	46	42	36	28	46	26	45
ENSG0000000990	40	57	63	39	60	58	48	51
ENSG0000000991	68	69	83	73	75	59	62	58
ENSG0000000992	2	3	4	3	3	3	1	1
ENSG0000000993	39	27	35	38	48	44	43	49
ENSG0000000994	17	16	16	26	18	28	18	20
ENSG0000000995	5	14	14	23	9	25	6	14
ENSG0000000996	13	30	28	50	39	40	30	43
ENSG0000000997	718	769	780	800	778	825	806	764
ENSG0000000998	122	135	171	129	165	138	150	131
ENSG0000000999	19	23	26	18	17	22	22	16
ENSG0000001000	138	126	127	154	124	121	110	127
ENSG0000001001	489	479	391	438	496	439	416	452
ENSG0000001002	231	237	158	239	186	236	217	196
ENSG0000001003	57	72	56	53	69	66	68	53
ENSG0000001004	28	25	16	29	27	24	34	30
ENSG0000001005	161	171	156	137	157	167	124	167
ENSG0000001006	108	107	73	96	99	101	88	121
ENSG0000001007	206	187	206	176	220	207	253	205
ENSG0000001008	126	139	131	157	152	169	160	164
ENSG0000001009	247	276	304	213	265	246	242	239
ENSG0000001010	22	35	15	35	17	22	37	22
ENSG0000001011	407	428	397	381	390	386	411	364
ENSG0000001012	84	84	90	62	71	77	91	111
ENSG0000001013	1184	1323	1304	1267	1342	1225	1194	1187
ENSG0000001014	13	8	12	14	25	17	25	14
ENSG0000001015	704	725	732	770	742	723	771	691
ENSG0000001016	58	54	71	69	70	45	90	56
ENSG0000001017	33	25	19	23	20	26	16	33
ENSG0000001018	29	26	23	20	28	31	17	15
ENSG0000001019	30	32	28	46	27	46	24	27
ENSG0000001020	137	91	106	122	104	124	108	96
ENSG0000001021	128	110	119	125	141	138	121	140
ENSG0000001022	24	14	19	17	28	21	28	24
ENSG0000001023	50	47	46	60	44	59	50	53
ENSG0000001024	1382	1356	1345	1374	1292	1339	1333	1377
ENSG0000001025	815	702	751	801	712	695	732	724
ENSG0000001026	94	92	77	99	91	105	91	93
ENSG0000001027	80	49	64	64	64	56	55	58
ENSG0000001028	64	87	68	47	42	52	53	57
ENSG0000001029	145	121	128	133	118	129	138	160
ENSG0000001030	8	10	8	8	9	5	12	12
ENSG0000001031	35	30	43	44	30	39	46	33
ENSG0000001032	12	4	5	5	2	4	2	4
ENSG0000001033	86	79	75	94	99	80	85	103
ENSG0000001034	139	173	153	129	151	160	167	146
ENSG0000001035	26	31	36	22	15	35	24	23
ENSG0000001036	558	602	605	607	589	542	547	627
ENSG0000001037	8	20	5	5	7	4	8	7
ENSG0000001038	1	16	1	10	9	7	6	7
ENSG0000001039	96	86	81	107	89	71	64	67
ENSG0000001040	241	325	259	257	286	252	306	272
ENSG0000001041	683	666	680	650	734	688	674	630
ENSG0000001042	35	33	31	29	26	25	22	22
ENSG0000001043	271	292	277	290	279	260	295	290
ENSG0000001044	54	41	48	45	50	63	47	51
ENSG0000001045	42	48	40	33	57	30	40	33
ENSG0000001046	214	189	187	216	168	219	190	228
ENSG0000001047	126	141	150	148	152	175	143	139
ENSG0000001048	10	3	3	7	8	3	1	0
ENSG0000001049	462	462	527	577	554	524	529	505
ENSG0000001050	393	400	410	482	437	451	399	470
ENSG0000001051	29	19	37	17	24	41	11	26
ENSG0000001052	100	81	98	86	88	94	126	104
ENSG0000001053	121	142	97	113	133	133	118	141
ENSG0000001054	90	86	94	72	103	101	83	72
ENSG0000001055	23	22	28	18	20	19	35	27
ENSG0000001056	26	40	28	19	10	15	21	36
ENSG0000001057	50	58	49	51	52	42	48	47
ENSG0000001058	289	319	354	309	315	349	301	311
ENSG0000001059	136	116	100	140	120	126	115	140
ENSG0000001060	27	50	34	36	19	17	18	28
ENSG0000001061	143	182	186	215	169	172	178	171
ENSG0000001062	1	1	1	0	0	0	0	0
ENSG0000001063	308	306	308	371	285	310	297	317
ENSG0000001064	2	2	3	3	2	6	3	7
ENSG0000001065	26	23	29	28	44	27	34	31
ENSG0000001066	17	7	7	13	14	4	13	5
ENSG0000001067	6	9	5	13	10	4	10	13
ENSG0000001068	288	346	240	333	273	319	388	300
ENSG0000001069	37	24	48	24	21	27	37	19
ENSG0000001070	97	105	75	107	88	72	99	82
ENSG0000001071	83	42	47	52	40	50	45	65
ENSG0000001072	92	119	112	142	88	108	123	87
ENSG0000001073	41	73	66	54	58	73	37	55
ENSG0000001074	4	6	9	10	6	9	8	11
ENSG0000001075	215	245	226	265	279	225	240	257
ENSG0000001076	28	31	37	34	18	30	23	17
ENSG0000001077	14	3	4	5	4	6	7	0
ENSG0000001078	28	37	31	28	18	28	24	31
ENSG0000001079	534	566	527	499	483	482	442	502
ENSG0000001080	193	170	207	161	163	168	214	216
ENSG0000001081	39	40	24	46	30	31	52	22
ENSG0000001082	37	31	34	26	37	28	35	28
ENSG0000001083	33	36	42	31	35	29	35	31
ENSG0000001084	1301	1240	1289	1237	1227	1280	1290	1368
ENSG0000001085	85	139	89	110	86	120	85	114
ENSG0000001086	86	90	112	82	103	91	127	129
ENSG0000001087	266	254	295	268	264	257	287	232
ENSG0000001088	86	81	72	66	76	65	74	75
ENSG0000001089	51	33	51	25	48	34	34	31
ENSG0000001090	41	34	59	40	47	36	30	29
ENSG0000001091	49	53	50	59	50	61	48	41
ENSG0000001092	36	49	53	30	44	44	56	51
ENSG0000001093	168	178	171	148	167	188	139	169
ENSG0000001094	42	63	56	35	47	45	53	56
ENSG0000001095	184	163	202	191	156	144	149	166
ENSG0000001096	52	60	68	69	48	59	46	62
